id,sciName,mainCommonName,otherCommonNames,majorType,majorSubtype,order,family,subfamily,tribe,genus,specificEpithet,authoritySpeciesAuthor,authoritySpeciesYear,authoritySpeciesFullcitation,authoritySpeciesLink,holotypeVoucher,taxonomyNotes,taxonomyNotesCitation,biogeographicRealm,MSW3_matchtype,MSW3_sciName,extinct,domestic,flagged,newSppSinceMSW3,
949,Crateromys_heaneyi,Panay Bushy-tailed Cloud Rat,Panay Cloud Runner|Panay Crateromys,Placentalia,Boreoeutheria,RODENTIA,MURIDAE,MURINAE,PHLOEOMYINI,Crateromys,heaneyi,Gonzales & Kennedy,1996,,,,NA,NA,Indomalaya,sciname match,Crateromys_heaneyi,0,0,0,0,
950,Crateromys_paulus,Ilin Bushy-tailed Cloud Rat,Ilin Crateromys|Ilin Hairy-tailed Cloud Rat,Placentalia,Boreoeutheria,RODENTIA,MURIDAE,MURINAE,PHLOEOMYINI,Crateromys,paulus,Musser & Gordon,1981,,,,NA,NA,Indomalaya,sciname match,Crateromys_paulus,0,0,0,0,
951,Crateromys_schadenbergi,Luzon Bushy-tailed Cloud Rat,Giant Bushy-tailed Cloud Rat|Luzon Crateromys,Placentalia,Boreoeutheria,RODENTIA,MURIDAE,MURINAE,PHLOEOMYINI,Crateromys,schadenbergi,Meyer,1895,,,MTD137783,NA,NA,Indomalaya,sciname match,Crateromys_schadenbergi,0,0,0,0,
952,Cratogeomys_castanops,Yellow-faced Pocket Gopher,,Placentalia,Boreoeutheria,RODENTIA,GEOMYIDAE,GEOMYINAE,GEOMYINI,Cratogeomys,castanops,Baird,1852,,,,NA,NA,Nearctic,sciname match,Cratogeomys_castanops,0,0,0,0,
953,Cratogeomys_fulvescens,Oriental Basin Pocket Gopher,Fulvous Pocket Gopher,Placentalia,Boreoeutheria,RODENTIA,GEOMYIDAE,GEOMYINAE,GEOMYINI,Cratogeomys,fulvescens,Merriam,1895,,,,NA,NA,Nearctic,unmatched,NA,0,0,0,0,
954,Cratogeomys_fumosus,Smoky Pocket Gopher,,Placentalia,Boreoeutheria,RODENTIA,GEOMYIDAE,GEOMYINAE,GEOMYINI,Cratogeomys,fumosus,Merriam,1892,,,,NA,NA,Nearctic,sciname match,Cratogeomys_fumosus,0,0,0,0,
955,Cratogeomys_goldmani,Goldman’s Pocket Gopher,Goldman’s Yellow-faced Pocket Gopher,Placentalia,Boreoeutheria,RODENTIA,GEOMYIDAE,GEOMYINAE,GEOMYINI,Cratogeomys,goldmani,Merriam,1895,,,,NA,NA,Nearctic,sciname match,Cratogeomys_goldmani,0,0,0,0,
956,Cratogeomys_merriami,Merriam’s Pocket Gopher,,Placentalia,Boreoeutheria,RODENTIA,GEOMYIDAE,GEOMYINAE,GEOMYINI,Cratogeomys,merriami,Thomas,1893,,,NHM70.6.20.2,NA,NA,Nearctic,sciname match,Cratogeomys_merriami,0,0,0,0,
957,Cratogeomys_perotensis,Cofre de Perote Pocket Gopher,,Placentalia,Boreoeutheria,RODENTIA,GEOMYIDAE,GEOMYINAE,GEOMYINI,Cratogeomys,perotensis,Merriam,1895,,,,NA,NA,Nearctic,unmatched,NA,0,0,0,0,
958,Cratogeomys_planiceps,Volcan de Toluca Pocket Gopher,,Placentalia,Boreoeutheria,RODENTIA,GEOMYIDAE,GEOMYINAE,GEOMYINI,Cratogeomys,planiceps,Merriam,1895,,,,NA,NA,Nearctic,unmatched,NA,0,0,0,0,
959,Cremnomys_cutchicus,Cutch Rat,Cutch Cremnomys|Cutch Rock Rat,Placentalia,Boreoeutheria,RODENTIA,MURIDAE,MURINAE,MILLARDINI,Cremnomys,cutchicus,Wroughton,1912,,,,NA,NA,Palearctic,sciname match,Cremnomys_cutchicus,0,0,0,0,
960,Cremnomys_elvira,Elvira Rat,Elvira Cremnomys|Large Rock Rat,Placentalia,Boreoeutheria,RODENTIA,MURIDAE,MURINAE,MILLARDINI,Cremnomys,elvira,Ellerman,1946,,,,NA,NA,Palearctic,sciname match,Cremnomys_elvira,0,0,0,0,
961,Cricetomys_ansorgei,Southern Giant Pouched Rat,,Placentalia,Boreoeutheria,RODENTIA,NESOMYIDAE,CRICETOMYINAE,NA,Cricetomys,ansorgei,Thomas,1904,,,,considered distinct from C. gambianus,"Monadjem, A., Taylor, P. J., Denys, C., & Cotterill, F. P. (2015). Rodents of Sub-Saharan Africa: A biogeographic and taxonomic synthesis. Walter de Gruyter GmbH & Co KG.",Afrotropic,sciname match,Cricetomys_ansorgei,0,0,0,1,
962,Cricetomys_emini,Forest Giant Pouched Rat,Emin’s Giant Pouched Rat,Placentalia,Boreoeutheria,RODENTIA,NESOMYIDAE,CRICETOMYINAE,NA,Cricetomys,emini,Wroughton,1910,,,,NA,NA,Afrotropic,sciname match,Cricetomys_emini,0,0,0,0,
963,Cricetomys_gambianus,Northern Giant Pouched Rat,Gambian Giant Pouched Rat,Placentalia,Boreoeutheria,RODENTIA,NESOMYIDAE,CRICETOMYINAE,NA,Cricetomys,gambianus,Waterhouse,1840,,,,considered distinct from C. emini,"Monadjem, A., Taylor, P. J., Denys, C., & Cotterill, F. P. (2015). Rodents of Sub-Saharan Africa: A biogeographic and taxonomic synthesis. Walter de Gruyter GmbH & Co KG.",Afrotropic,sciname match,Cricetomys_gambianus,0,0,0,0,
964,Cricetomys_kivuensis,Kivu Giant Pouched Rat,,Placentalia,Boreoeutheria,RODENTIA,NESOMYIDAE,CRICETOMYINAE,NA,Cricetomys,kivuensis,Lönnberg,1917,,,,considered distinct from C. emini,"Monadjem, A., Taylor, P. J., Denys, C., & Cotterill, F. P. (2015). Rodents of Sub-Saharan Africa: A biogeographic and taxonomic synthesis. Walter de Gruyter GmbH & Co KG.",Afrotropic,sciname match,Cricetomys_kivuensis,0,0,0,1,
965,Cricetulus_barabensis,Striped Dwarf Hamster,,Placentalia,Boreoeutheria,RODENTIA,CRICETIDAE,CRICETINAE,NA,Cricetulus,barabensis,Pallas,1773,,,,NA,NA,Palearctic,sciname match,Cricetulus_barabensis,0,0,0,0,
966,Cricetulus_longicaudatus,Long-tailed Dwarf Hamster,,Placentalia,Boreoeutheria,RODENTIA,CRICETIDAE,CRICETINAE,NA,Cricetulus,longicaudatus,Milne-Edwards,1867,,,,NA,NA,Palearctic,sciname match,Cricetulus_longicaudatus,0,0,0,0,
967,Cricetulus_sokolovi,Sokolov’s Dwarf Hamster,,Placentalia,Boreoeutheria,RODENTIA,CRICETIDAE,CRICETINAE,NA,Cricetulus,sokolovi,Orlov & Malygin,1988,,,,NA,NA,Palearctic,sciname match,Cricetulus_sokolovi,0,0,0,0,
968,Cricetus_cricetus,Common Hamster,Black-bellied Hamster|European Hamster|German Marmot|Great Hamster,Placentalia,Boreoeutheria,RODENTIA,CRICETIDAE,CRICETINAE,NA,Cricetus,cricetus,Linnaeus,1758,,,,NA,NA,Palearctic,sciname match,Cricetus_cricetus,0,0,0,0,
969,Crocidura_abscondita,Javan Long-tailed White-toothed Shrew,Javan Long-tailed Shrew|Mysterious White-toothed Shrew,Placentalia,Boreoeutheria,EULIPOTYPHLA,SORICIDAE,CROCIDURINAE,NA,Crocidura,abscondita,"Esselsytn, Achmadi, & Maharadatunkamsi",2014,,,,"spelling error, should be abscondita to match genus",NA,Indomalaya,unmatched,NA,0,0,0,1,
970,Crocidura_afeworkbekelei,Bekele’s White-toothed Shrew,Bekele’s Shrew,Placentalia,Boreoeutheria,EULIPOTYPHLA,SORICIDAE,CROCIDURINAE,NA,Crocidura,afeworkbekelei,"Lavrenchenko, Voyta, & Hutterer",2016,,,,described in 2016,"Lavrenchenko, L. A., Voyta, L. L., & Hutterer, R. (2016). Diversity of shrews in Ethiopia, with the description of two new species of Crocidura (Mammalia: Lipotyphla: Soricidae). Zootaxa, 4196(1), 38-60.",Afrotropic,unmatched,NA,0,0,0,1,
971,Crocidura_aleksandrisi,Cyrenaica White-toothed Shrew,Alexandrian Shrew|Cyrenaica Shrew|Lybian Shrew,Placentalia,Boreoeutheria,EULIPOTYPHLA,SORICIDAE,CROCIDURINAE,NA,Crocidura,aleksandrisi,Vesmanis,1977,,,,NA,NA,Palearctic,sciname match,Crocidura_aleksandrisi,0,0,0,0,
972,Crocidura_allex,East African Highland White-toothed Shrew,East African Highland Shrew|Highlands Shrew,Placentalia,Boreoeutheria,EULIPOTYPHLA,SORICIDAE,CROCIDURINAE,NA,Crocidura,allex,Osgood,1910,,,FMNH16820,NA,NA,Afrotropic,sciname match,Crocidura_allex,0,0,0,0,
973,Crocidura_andamanensis,Andaman White-toothed Shrew,Andaman Shrew,Placentalia,Boreoeutheria,EULIPOTYPHLA,SORICIDAE,CROCIDURINAE,NA,Crocidura,andamanensis,Miller,1902,,,,NA,NA,Indomalaya,sciname match,Crocidura_andamanensis,0,0,0,0,
974,Crocidura_annamitensis,Annamite White-toothed Shrew,,Placentalia,Boreoeutheria,EULIPOTYPHLA,SORICIDAE,CROCIDURINAE,NA,Crocidura,annamitensis,"Jenkins, Lunde, & Moncrieff",2009,,,,NA,NA,Indomalaya,unmatched,NA,0,0,0,1,
975,Crocidura_ansellorum,Ansell’s White-toothed Shrew,Ansell’s Shrew,Placentalia,Boreoeutheria,EULIPOTYPHLA,SORICIDAE,CROCIDURINAE,NA,Crocidura,ansellorum,Hutterer & Dippenaar,1987,,,,NA,NA,Afrotropic,sciname match,Crocidura_ansellorum,0,0,0,0,
976,Crocidura_arabica,Arabian White-toothed Shrew,Arabian Shrew,Placentalia,Boreoeutheria,EULIPOTYPHLA,SORICIDAE,CROCIDURINAE,NA,Crocidura,arabica,Hutterer & Harrison,1988,,,,NA,NA,Afrotropic,sciname match,Crocidura_arabica,0,0,0,0,
977,Crocidura_arispa,Jackass White-toothed Shrew,Jackass Shrew,Placentalia,Boreoeutheria,EULIPOTYPHLA,SORICIDAE,CROCIDURINAE,NA,Crocidura,arispa,Spitzenberger,1971,,,,NA,NA,Palearctic,sciname match,Crocidura_arispa,0,0,0,0,
978,Crocidura_attenuata,Asian Gray White-toothed Shrew,,Placentalia,Boreoeutheria,EULIPOTYPHLA,SORICIDAE,CROCIDURINAE,NA,Crocidura,attenuata,Milne-Edwards,1872,,,MNHNMO-1870-575,NA,NA,"Palearctic, Indomalaya",sciname match,Crocidura_attenuata,0,0,0,0,
979,Crocidura_attila,Hun White-toothed Shrew,Hun Shrew,Placentalia,Boreoeutheria,EULIPOTYPHLA,SORICIDAE,CROCIDURINAE,NA,Crocidura,attila,Dollman,1815,,,,NA,NA,Afrotropic,sciname match,Crocidura_attila,0,0,0,0,
980,Crocidura_baileyi,Bailey’s White-toothed Shrew,Bailey’s Shrew|Simien Shrew,Placentalia,Boreoeutheria,EULIPOTYPHLA,SORICIDAE,CROCIDURINAE,NA,Crocidura,baileyi,Osgood,1936,,,FMNH28217,NA,NA,Afrotropic,sciname match,Crocidura_baileyi,0,0,0,0,
981,Crocidura_baluensis,Kinabalu White-toothed Shrew,Kinabalu Shrew,Placentalia,Boreoeutheria,EULIPOTYPHLA,SORICIDAE,CROCIDURINAE,NA,Crocidura,baluensis,Thomas,1898,,,,NA,NA,Indomalaya,sciname match,Crocidura_baluensis,0,0,0,0,
982,Crocidura_batakorum,Batak White-toothed Shrew,Batak Shrew,Placentalia,Boreoeutheria,EULIPOTYPHLA,SORICIDAE,CROCIDURINAE,NA,Crocidura,batakorum,Hutterer,2007,,,,NA,NA,Indomalaya,unmatched,NA,0,0,0,1,
983,Crocidura_beata,Mindanao White-toothed Shrew,Mindanao Shrew,Placentalia,Boreoeutheria,EULIPOTYPHLA,SORICIDAE,CROCIDURINAE,NA,Crocidura,beata,Miller,1910,,,FMNH230753,-us to -a,NA,Indomalaya,sciname match,Crocidura_beatus,0,0,0,0,
984,Crocidura_beccarii,Beccari’s White-toothed Shrew,Beccari’s Shrew,Placentalia,Boreoeutheria,EULIPOTYPHLA,SORICIDAE,CROCIDURINAE,NA,Crocidura,beccarii,Dobson,1887,,,RMNH.MAM.12721.a/b,NA,NA,Indomalaya,sciname match,Crocidura_beccarii,0,0,0,0,
985,Crocidura_bottegi,Bottego’s White-toothed Shrew,Bottego’s Shrew,Placentalia,Boreoeutheria,EULIPOTYPHLA,SORICIDAE,CROCIDURINAE,NA,Crocidura,bottegi,Thomas,1898,,,,NA,NA,Afrotropic,sciname match,Crocidura_bottegi,0,0,0,0,
986,Crocidura_bottegoides,Bale White-toothed Shrew,Bale Shrew|Tricolored Pygmy Shrew,Placentalia,Boreoeutheria,EULIPOTYPHLA,SORICIDAE,CROCIDURINAE,NA,Crocidura,bottegoides,Hutterer & Yalden,1990,,,,NA,NA,Afrotropic,sciname match,Crocidura_bottegoides,0,0,0,0,
987,Crocidura_brunnea,Thick-tailed White-toothed Shrew,Thick-tailed Shrew,Placentalia,Boreoeutheria,EULIPOTYPHLA,SORICIDAE,CROCIDURINAE,NA,Crocidura,brunnea,Jentink,1888,,,"RMNH.MAM.12724.a/b, RMNH.MAM.12719.a/b, RMNH.MAM.24226.a/b",NA,NA,Indomalaya,sciname match,Crocidura_brunnea,0,0,0,0,
988,Crocidura_buettikoferi,Büttikofer’s White-toothed Shrew,Büttikofer’s Shrew,Placentalia,Boreoeutheria,EULIPOTYPHLA,SORICIDAE,CROCIDURINAE,NA,Crocidura,buettikoferi,Jentink,1888,,,RMNH.MAM.29136.a/b,NA,NA,Afrotropic,sciname match,Crocidura_buettikoferi,0,0,0,0,
989,Crocidura_caliginea,African Dusky White-toothed Shrew,African Dusky Shrew|African Foggy Shrew,Placentalia,Boreoeutheria,EULIPOTYPHLA,SORICIDAE,CROCIDURINAE,NA,Crocidura,caliginea,Hollister,1916,,,AMNHM-48555,NA,NA,Afrotropic,sciname match,Crocidura_caliginea,0,0,0,0,
990,Crocidura_canariensis,Canarian White-toothed Shrew,Canarian Shrew,Placentalia,Boreoeutheria,EULIPOTYPHLA,SORICIDAE,CROCIDURINAE,NA,Crocidura,canariensis,"Hutterer, Lopez-Jurado, & Vogel",1987,,,,NA,NA,Palearctic,sciname match,Crocidura_canariensis,0,0,0,0,
991,Crocidura_caspica,Caspian White-toothed Shrew,Caspian Shrew,Placentalia,Boreoeutheria,EULIPOTYPHLA,SORICIDAE,CROCIDURINAE,NA,Crocidura,caspica,Thomas,1907,,,,NA,NA,Palearctic,sciname match,Crocidura_caspica,0,0,0,0,
992,Crocidura_cinderella,Cinderella White-toothed Shrew,Cinderella Shrew,Placentalia,Boreoeutheria,EULIPOTYPHLA,SORICIDAE,CROCIDURINAE,NA,Crocidura,cinderella,Thomas,1911,,,,NA,NA,Afrotropic,sciname match,Crocidura_cinderella,0,0,0,0,
993,Crocidura_congobelgica,Congo White-toothed Shrew,Congo Shrew|Congo White-toothed Swamp Shrew,Placentalia,Boreoeutheria,EULIPOTYPHLA,SORICIDAE,CROCIDURINAE,NA,Crocidura,congobelgica,Hollister,1916,,,AMNHM-48512,"spelling error, should have a b, not a d",NA,Afrotropic,sciname match,Crocidura_congobelgica,0,0,0,0,
994,Crocidura_cranbrooki,Cranbrook’s White-toothed Shrew,,Placentalia,Boreoeutheria,EULIPOTYPHLA,SORICIDAE,CROCIDURINAE,NA,Crocidura,cranbrooki,"Jenkins, Lunde, & Moncrieff",2009,,,,NA,NA,Indomalaya,unmatched,NA,0,0,0,1,
995,Crocidura_crenata,Long-footed White-toothed Shrew,Jumping Shrew,Placentalia,Boreoeutheria,EULIPOTYPHLA,SORICIDAE,CROCIDURINAE,NA,Crocidura,crenata,"Brosset, Dubost, & Heim de Balsac",1965,,,MNHNMO-1981-1089,NA,NA,Afrotropic,sciname match,Crocidura_crenata,0,0,0,0,
996,Crocidura_crossei,Crosse’s White-toothed Shrew,Crosse’s Shrew,Placentalia,Boreoeutheria,EULIPOTYPHLA,SORICIDAE,CROCIDURINAE,NA,Crocidura,crossei,Thomas,1895,,,,NA,NA,Afrotropic,sciname match,Crocidura_crossei,0,0,0,0,
997,Crocidura_cyanea,Reddish-gray White-toothed Shrew,Reddish-gray Shrew,Placentalia,Boreoeutheria,EULIPOTYPHLA,SORICIDAE,CROCIDURINAE,NA,Crocidura,cyanea,Duvernoy,1838,,,MNHNMO-1991-396,NA,NA,Afrotropic,sciname match,Crocidura_cyanea,0,0,0,0,
998,Crocidura_denti,Dent’s White-toothed Shrew,Dent’s Shrew,Placentalia,Boreoeutheria,EULIPOTYPHLA,SORICIDAE,CROCIDURINAE,NA,Crocidura,denti,Dollman,1915,,,,NA,NA,Afrotropic,sciname match,Crocidura_denti,0,0,0,0,
999,Crocidura_desperata,Desperate White-toothed Shrew,Desperate Shrew,Placentalia,Boreoeutheria,EULIPOTYPHLA,SORICIDAE,CROCIDURINAE,NA,Crocidura,desperata,"Hutterer, Jenkins, & W. Verheyen",1991,,,,NA,NA,Afrotropic,sciname match,Crocidura_desperata,0,0,0,0,
1000,Crocidura_dhofarensis,Dhofar White-toothed Shrew,Dhofar Shrew,Placentalia,Boreoeutheria,EULIPOTYPHLA,SORICIDAE,CROCIDURINAE,NA,Crocidura,dhofarensis,Hutterer & Harrison,1988,,,,NA,NA,Afrotropic,sciname match,Crocidura_dhofarensis,0,0,0,0,
1001,Crocidura_dolichura,Long-tailed White-toothed Shrew,Long-tailed Musk Shrew,Placentalia,Boreoeutheria,EULIPOTYPHLA,SORICIDAE,CROCIDURINAE,NA,Crocidura,dolichura,Peters,1876,,,ZMB137644,NA,NA,Afrotropic,sciname match,Crocidura_dolichura,0,0,0,0,
1002,Crocidura_douceti,Doucet’s White-toothed Shrew,Doucet’s Shrew|Doucet’s Musk Shrew,Placentalia,Boreoeutheria,EULIPOTYPHLA,SORICIDAE,CROCIDURINAE,NA,Crocidura,douceti,Heim de Balsac,1957,,,MNHNMO-1981-1099,"valid species, forgot from list","Gerrie, R. & Kennerley, R. 2016. Crocidura douceti. The IUCN Red List of Threatened Species 2016: e.T40629A22295053. http://dx.doi.org/10.2305/IUCN.UK.2016-3.RLTS.T40629A22295053.en. Downloaded on 15 April 2017.",Afrotropic,sciname match,Crocidura_douceti,0,0,0,0,
1003,Crocidura_dsinezumi,Dsinezumi White-toothed Shrew,Dsinezumi Shrew|Japanese White-toothed Shrew,Placentalia,Boreoeutheria,EULIPOTYPHLA,SORICIDAE,CROCIDURINAE,NA,Crocidura,dsinezumi,Temminck,1842,,,,NA,NA,Palearctic,sciname match,Crocidura_dsinezumi,0,0,0,0,
1004,Crocidura_eisentrauti,Eisentraut’s White-toothed Shrew,,Placentalia,Boreoeutheria,EULIPOTYPHLA,SORICIDAE,CROCIDURINAE,NA,Crocidura,eisentrauti,Heim de Balsac,1957,,,SMNS187122,NA,NA,Afrotropic,sciname match,Crocidura_eisentrauti,0,0,0,0,
1005,Crocidura_elgonius,Elgon White-toothed Shrew,Elgon Shrew,Placentalia,Boreoeutheria,EULIPOTYPHLA,SORICIDAE,CROCIDURINAE,NA,Crocidura,elgonius,Osgood,1910,,,,NA,NA,Afrotropic,sciname match,Crocidura_elgonius,0,0,0,0,
1006,Crocidura_elongata,Elongated White-toothed Shrew,Elongated Shrew|Sulawesi Long-tailed Shrew,Placentalia,Boreoeutheria,EULIPOTYPHLA,SORICIDAE,CROCIDURINAE,NA,Crocidura,elongata,Miller & Hollister,1921,,,,NA,NA,Australasia/Oceania,sciname match,Crocidura_elongata,0,0,0,0,
1007,Crocidura_erica,Heather White-toothed Shrew,Heather Shrew|Angolan White-toothed Shrew,Placentalia,Boreoeutheria,EULIPOTYPHLA,SORICIDAE,CROCIDURINAE,NA,Crocidura,erica,Dollman,1915,,,,NA,NA,Afrotropic,sciname match,Crocidura_erica,0,0,0,0,
1008,Crocidura_fingui,Fingui White-toothed Shrew,,Placentalia,Boreoeutheria,EULIPOTYPHLA,SORICIDAE,CROCIDURINAE,NA,Crocidura,fingui,"Ceríaco, Marques, Jacquet, Nicolas, Colyn, Denys, Sardinha, & Bastos-Silveira",2015,,,,NA,NA,Afrotropic,unmatched,NA,0,0,0,1,
1009,Crocidura_fischeri,Fischer’s White-toothed Shrew,Fischer’s Shrew,Placentalia,Boreoeutheria,EULIPOTYPHLA,SORICIDAE,CROCIDURINAE,NA,Crocidura,fischeri,Pagenstecher,1885,,,ZMB137645,NA,NA,Afrotropic,sciname match,Crocidura_fischeri,0,0,0,0,
1010,Crocidura_flavescens,Greater Red White-toothed Shrew,Greater Red Musk Shrew,Placentalia,Boreoeutheria,EULIPOTYPHLA,SORICIDAE,CROCIDURINAE,NA,Crocidura,flavescens,I. Geoffroy Saint-Hilaire,1827,,,MNHN2011-21,NA,NA,Afrotropic,sciname match,Crocidura_flavescens,0,0,0,0,
1011,Crocidura_floweri,Flower’s White-toothed Shrew,Flower’s Shrew,Placentalia,Boreoeutheria,EULIPOTYPHLA,SORICIDAE,CROCIDURINAE,NA,Crocidura,floweri,Dollman,1915,,,,NA,NA,Palearctic,sciname match,Crocidura_floweri,0,0,0,0,
1012,Crocidura_foetida,Bornean White-toothed Shrew,Bornean Shrew|Lowland Bornean Shrew|Mountain Bornean Shrew|Kelabit Shrew,Placentalia,Boreoeutheria,EULIPOTYPHLA,SORICIDAE,CROCIDURINAE,NA,Crocidura,foetida,Peters,1870,,,ZMB137650,NA,NA,Indomalaya,sciname match,Crocidura_foetida,0,0,0,0,
1013,Crocidura_foxi,Fox’s White-toothed Shrew,Fox’s Shrew,Placentalia,Boreoeutheria,EULIPOTYPHLA,SORICIDAE,CROCIDURINAE,NA,Crocidura,foxi,Dollman,1915,,,,NA,NA,Afrotropic,sciname match,Crocidura_foxi,0,0,0,0,
1014,Crocidura_fuliginosa,Southeast Asian White-toothed Shrew,Southeast Asian Shrew,Placentalia,Boreoeutheria,EULIPOTYPHLA,SORICIDAE,CROCIDURINAE,NA,Crocidura,fuliginosa,Blyth,1855,,,,NA,NA,"Palearctic, Indomalaya",sciname match,Crocidura_fuliginosa,0,0,0,0,
1015,Crocidura_fulvastra,Savanna White-toothed Shrew,Savanna Shrew,Placentalia,Boreoeutheria,EULIPOTYPHLA,SORICIDAE,CROCIDURINAE,NA,Crocidura,fulvastra,Sundevall,1843,,,,NA,NA,Afrotropic,sciname match,Crocidura_fulvastra,0,0,0,0,
1016,Crocidura_fumosa,Smoky White-toothed Shrew,Smoky Mountain Shrew,Placentalia,Boreoeutheria,EULIPOTYPHLA,SORICIDAE,CROCIDURINAE,NA,Crocidura,fumosa,Thomas,1904,,,,NA,NA,Afrotropic,sciname match,Crocidura_fumosa,0,0,0,0,
1017,Crocidura_fuscomurina,Bicolored African White-toothed Shrew,Bicolored Musk Shrew|Tiny Musk Shrew,Placentalia,Boreoeutheria,EULIPOTYPHLA,SORICIDAE,CROCIDURINAE,NA,Crocidura,fuscomurina,Heuglin,1865,,,SMNS187146 / ZMB137651 / MCZ44773,NA,NA,Afrotropic,sciname match,Crocidura_fuscomurina,0,0,0,0,
1018,Crocidura_gathornei,Gathorne’s White-toothed Shrew,Gathorne’s Shrew,Placentalia,Boreoeutheria,EULIPOTYPHLA,SORICIDAE,CROCIDURINAE,NA,Crocidura,gathornei,Jenkins,2013,,,,described in 2013,"Jenkins, P. D. (2013). An account of the Himalayan mountain soricid community, with the description of a new species of Crocidura (Mammalia: Soricomorpha: Soricidae). Raffles Bulletin of Zoology, Supplement, 29, 161-175.",Palearctic,unmatched,NA,0,0,0,1,
1019,Crocidura_glassi,Glass’s White-toothed Shrew,Glass’s Shrew|Ethiopian Mountain Shrew,Placentalia,Boreoeutheria,EULIPOTYPHLA,SORICIDAE,CROCIDURINAE,NA,Crocidura,glassi,Heim de Balsac,1966,,,,NA,NA,Afrotropic,sciname match,Crocidura_glassi,0,0,0,0,
1020,Crocidura_goliath,Goliath White-toothed Shrew,Goliath Shrew,Placentalia,Boreoeutheria,EULIPOTYPHLA,SORICIDAE,CROCIDURINAE,NA,Crocidura,goliath,Thomas,1906,,,,NA,NA,Afrotropic,sciname match,Crocidura_goliath,0,0,0,0,
1021,Crocidura_gracilipes,Peters’s White-toothed Shrew,Peters’s Musk Shrew|Short-faced Shrew,Placentalia,Boreoeutheria,EULIPOTYPHLA,SORICIDAE,CROCIDURINAE,NA,Crocidura,gracilipes,Peters,1870,,,ZMB137652,NA,NA,Afrotropic,sciname match,Crocidura_gracilipes,0,0,0,0,
1022,Crocidura_grandiceps,Large-headed White-toothed Shrew,Large-headed Shrew|Large-headed Forest Shrew,Placentalia,Boreoeutheria,EULIPOTYPHLA,SORICIDAE,CROCIDURINAE,NA,Crocidura,grandiceps,Hutterer,1983,,,,NA,NA,Afrotropic,sciname match,Crocidura_grandiceps,0,0,0,0,
1023,Crocidura_grandis,Mount Malindang White-toothed Shrew,Greater Mindanao Shrew|Mount Malindang Shrew,Placentalia,Boreoeutheria,EULIPOTYPHLA,SORICIDAE,CROCIDURINAE,NA,Crocidura,grandis,Miller,1910,,,,NA,NA,Indomalaya,sciname match,Crocidura_grandis,0,0,0,0,
1024,Crocidura_grassei,Grasse’s White-toothed Shrew,Grasse’s Shrew,Placentalia,Boreoeutheria,EULIPOTYPHLA,SORICIDAE,CROCIDURINAE,NA,Crocidura,grassei,"Brosset, Dubost, & Heim de Balsac",1965,,,MNHNMO-1981-488,NA,NA,Afrotropic,sciname match,Crocidura_grassei,0,0,0,0,
1025,Crocidura_grayi,Luzon White-toothed Shrew,Luzon Shrew,Placentalia,Boreoeutheria,EULIPOTYPHLA,SORICIDAE,CROCIDURINAE,NA,Crocidura,grayi,Dobson,1890,,,,NA,NA,Indomalaya,sciname match,Crocidura_grayi,0,0,0,0,
1026,Crocidura_greenwoodae,Greenwood’s White-toothed Shrew,Greenwood’s Shrew,Placentalia,Boreoeutheria,EULIPOTYPHLA,SORICIDAE,CROCIDURINAE,NA,Crocidura,greenwoodae,Heim de Balsac,1966,,,,-i to -ae,NA,Afrotropic,sciname match,Crocidura_greenwoodi,0,0,0,0,
1027,Crocidura_guy,Vietnamese White-toothed Shrew,,Placentalia,Boreoeutheria,EULIPOTYPHLA,SORICIDAE,CROCIDURINAE,NA,Crocidura,guy,"Jenkins, Lunde, & Moncrieff",2009,,,,NA,NA,Indomalaya,unmatched,NA,0,0,0,1,
1028,Crocidura_harenna,Harenna White-toothed Shrew,Harenna Shrew,Placentalia,Boreoeutheria,EULIPOTYPHLA,SORICIDAE,CROCIDURINAE,NA,Crocidura,harenna,Hutterer & Yalden,1990,,,,NA,NA,Afrotropic,sciname match,Crocidura_harenna,0,0,0,0,
1029,Crocidura_hikmiya,Sinharaja White-toothed Shrew,Sinharaja Shrew,Placentalia,Boreoeutheria,EULIPOTYPHLA,SORICIDAE,CROCIDURINAE,NA,Crocidura,hikmiya,"S. Meegaskumbura, M. Meegaskumbura, Pethiyagoda, Manamendra-Arachchi, & Schneider",2007,,,,NA,NA,Palearctic,unmatched,NA,0,0,0,0,
1030,Crocidura_hildegardeae,Hildegarde’s White-toothed Shrew,Hildegarde’s Shrew,Placentalia,Boreoeutheria,EULIPOTYPHLA,SORICIDAE,CROCIDURINAE,NA,Crocidura,hildegardeae,Thomas,1904,,,ZMB137722,NA,NA,Afrotropic,sciname match,Crocidura_hildegardeae,0,0,0,0,
1031,Crocidura_hilliana,Hill’s White-toothed Shrew,Hill’s Shrew,Placentalia,Boreoeutheria,EULIPOTYPHLA,SORICIDAE,CROCIDURINAE,NA,Crocidura,hilliana,Jenkins & Smith,1995,,,,NA,NA,Indomalaya,sciname match,Crocidura_hilliana,0,0,0,0,
1032,Crocidura_hirta,Lesser Red White-toothed Shrew,Lesser Red Musk Shrew,Placentalia,Boreoeutheria,EULIPOTYPHLA,SORICIDAE,CROCIDURINAE,NA,Crocidura,hirta,Peters,1852,,,ZMB137657 / ZMB137656,NA,NA,Afrotropic,sciname match,Crocidura_hirta,0,0,0,0,
