id,sciName,mainCommonName,otherCommonNames,majorType,majorSubtype,order,family,subfamily,tribe,genus,specificEpithet,authoritySpeciesAuthor,authoritySpeciesYear,authoritySpeciesFullcitation,authoritySpeciesLink,holotypeVoucher,taxonomyNotes,taxonomyNotesCitation,biogeographicRealm,MSW3_matchtype,MSW3_sciName,extinct,domestic,flagged,newSppSinceMSW3,
2372,Isolobodon_montanus,Montane Hutia,,Placentalia,Boreoeutheria,RODENTIA,ECHIMYIDAE,CAPROMYINAE,PLAGIODONTINI,Isolobodon,montanus,Miller,1920,,,,NA,NA,Extinct,sciname match,Isolobodon_montanus,1,0,0,0,
2373,Isolobodon_portoricensis,Puerto Rican Hutia,,Placentalia,Boreoeutheria,RODENTIA,ECHIMYIDAE,CAPROMYINAE,PLAGIODONTINI,Isolobodon,portoricensis,J. A. Allen,1916,,,,NA,NA,Extinct,sciname match,Isolobodon_portoricensis,1,0,0,0,
2374,Isoodon_auratus,Golden Bandicoot,Northern Golden Bandicoot|Northern Golden-backed Bandicoot,Marsupalia,Australidelphia,PERAMELEMORPHIA,PERAMELIDAE,PERAMELINAE,NA,Isoodon,auratus,Ramsay,1887,,,,NA,NA,Australasia/Oceania,sciname match,Isoodon_auratus,0,0,0,0,
2375,Isoodon_macrourus,Northern Brown Bandicoot,Brindled Bandicoot|Giant Brindled Bandicoot|Large Northern Bandicoot|Northern Short-nosed Bandicoot,Marsupalia,Australidelphia,PERAMELEMORPHIA,PERAMELIDAE,PERAMELINAE,NA,Isoodon,macrourus,Gould,1842,,,,NA,NA,Australasia/Oceania,sciname match,Isoodon_macrourus,0,0,0,0,
2376,Isoodon_obesulus,Southern Brown Bandicoot,Brown Bandicoot|Southern Short-nosed Bandicoot|Nuyts Southern Brown Bandicoot,Marsupalia,Australidelphia,PERAMELEMORPHIA,PERAMELIDAE,PERAMELINAE,NA,Isoodon,obesulus,Shaw,1797,,,,NA,NA,Australasia/Oceania,sciname match,Isoodon_obesulus,0,0,0,0,
2377,Isothrix_barbarabrownae,Barbara Brown’s Brush-tailed Rat,,Placentalia,Boreoeutheria,RODENTIA,ECHIMYIDAE,ECHIMYINAE,ECHIMYINI,Isothrix,barbarabrownae,Patterson & Velazco,2006,,,,NA,NA,Neotropic,unmatched,NA,0,0,0,0,
2378,Isothrix_bistriata,Yellow-crowned Brush-tailed Rat,,Placentalia,Boreoeutheria,RODENTIA,ECHIMYIDAE,ECHIMYINAE,ECHIMYINI,Isothrix,bistriata,Wagner,1845,,,,NA,NA,Neotropic,sciname match,Isothrix_bistriata,0,0,0,0,
2379,Isothrix_negrensis,Rio Negro Brush-tailed Rat,,Placentalia,Boreoeutheria,RODENTIA,ECHIMYIDAE,ECHIMYINAE,ECHIMYINI,Isothrix,negrensis,Thomas,1920,,,,NA,NA,Neotropic,sciname match,Isothrix_negrensis,0,0,0,0,
2380,Isothrix_orinoci,Orinoco Brush-tailed Rat,,Placentalia,Boreoeutheria,RODENTIA,ECHIMYIDAE,ECHIMYINAE,ECHIMYINI,Isothrix,orinoci,Thomas,1899,,,,NA,NA,Neotropic,unmatched,NA,0,0,0,1,
2381,Isothrix_pagurus,Plain Brush-tailed Rat,,Placentalia,Boreoeutheria,RODENTIA,ECHIMYIDAE,ECHIMYINAE,ECHIMYINI,Isothrix,pagurus,Wagner,1845,,,,NA,NA,Neotropic,sciname match,Isothrix_pagurus,0,0,0,0,
2382,Isothrix_sinnamariensis,Sinnamary Brush-tailed Rat,,Placentalia,Boreoeutheria,RODENTIA,ECHIMYIDAE,ECHIMYINAE,ECHIMYINI,Isothrix,sinnamariensis,"Vié, Volobouev, Patton, & Granjon",1996,,,,NA,NA,Neotropic,sciname match,Isothrix_sinnamariensis,0,0,0,0,
2383,Isthmomys_flavidus,Yellow Deermouse,Yellow Isthmus Rat,Placentalia,Boreoeutheria,RODENTIA,CRICETIDAE,NEOTOMINAE,REITHRODONTOMYINI,Isthmomys,flavidus,Bangs,1902,,,,NA,NA,Neotropic,sciname match,Isthmomys_flavidus,0,0,0,0,
2384,Isthmomys_pirrensis,Mount Pirri Deermouse,Mount Pirri Isthmus Rat|Mount Pirri Deer Mouse,Placentalia,Boreoeutheria,RODENTIA,CRICETIDAE,NEOTOMINAE,REITHRODONTOMYINI,Isthmomys,pirrensis,Goldman,1912,,,,NA,NA,Neotropic,sciname match,Isthmomys_pirrensis,0,0,0,0,
2385,Jaculus_blanfordi,Blanford’s Jerboa,Greater Three-toed Jerboa,Placentalia,Boreoeutheria,RODENTIA,DIPODIDAE,DIPODINAE,DIPODINI,Jaculus,blanfordi,Murray,1884,,,,NA,NA,Palearctic,sciname match,Jaculus_blanfordi,0,0,0,0,
2386,Jaculus_hirtipes,African Hammada Jerboa,,Placentalia,Boreoeutheria,RODENTIA,DIPODIDAE,DIPODINAE,DIPODINI,Jaculus,hirtipes,Lichtenstein,1823,,,,recently recognized as a distinct species,"Shenbrot, G., Feldstein, T., & Meiri, S. (2016). Are cryptic species of the Lesser Egyptian Jerboa, Jaculus jaculus (Rodentia, Dipodidae), really cryptic? Re-evaluation of their taxonomic status with new data from Israel and Sinai. Journal of Zoological Systematics and Evolutionary Research.","Palearctic, Afrotropic",unmatched,NA,0,0,0,1,
2387,Jaculus_jaculus,Lesser Egyptian Jerboa,Lesser Jerboa,Placentalia,Boreoeutheria,RODENTIA,DIPODIDAE,DIPODINAE,DIPODINI,Jaculus,jaculus,Linnaeus,1758,,,,NA,NA,Palearctic,sciname match,Jaculus_jaculus,0,0,0,0,
2388,Jaculus_loftusi,Arabian Jerboa,,Placentalia,Boreoeutheria,RODENTIA,DIPODIDAE,DIPODINAE,DIPODINI,Jaculus,loftusi,Blanford,1875,,,,recently recognised as a distinct species,"Shenbrot, G., Feldstein, T., & Meiri, S. (2016). Are cryptic species of the Lesser Egyptian Jerboa, Jaculus jaculus (Rodentia, Dipodidae), really cryptic? Re-evaluation of their taxonomic status with new data from Israel and Sinai. Journal of Zoological Systematics and Evolutionary Research.",Palearctic,unmatched,NA,0,0,0,1,
2389,Jaculus_orientalis,Greater Egyptian Jerboa,Oriental Jerboa,Placentalia,Boreoeutheria,RODENTIA,DIPODIDAE,DIPODINAE,DIPODINI,Jaculus,orientalis,Erxleben,1777,,,,NA,NA,Palearctic,sciname match,Jaculus_orientalis,0,0,0,0,
2390,Juliomys_ossitenuis,Delicate Red-nosed Tree Mouse,,Placentalia,Boreoeutheria,RODENTIA,CRICETIDAE,SIGMODONTINAE,INCERTAE,Juliomys,ossitenuis,"Costa, Pavan, Leite, & Fagundes",2007,,,,NA,NA,Neotropic,unmatched,NA,0,0,0,1,
2391,Juliomys_pictipes,Small Red-nosed Tree Mouse,Lesser Wilfred’s Mouse,Placentalia,Boreoeutheria,RODENTIA,CRICETIDAE,SIGMODONTINAE,INCERTAE,Juliomys,pictipes,Osgood,1933,,,,NA,NA,Neotropic,sciname match,Juliomys_pictipes,0,0,0,0,
2392,Juliomys_rimofrons,Montane Red-rumped Tree Mouse,Cleft-headed Juliomys,Placentalia,Boreoeutheria,RODENTIA,CRICETIDAE,SIGMODONTINAE,INCERTAE,Juliomys,rimofrons,de Oliveira & Bonvicino,2002,,,,NA,NA,Neotropic,sciname match,Juliomys_rimofrons,0,0,0,0,
2393,Juliomys_ximenezi,Araucaria Forest Tree Mouse,Araucaria Forest Juliomys,Placentalia,Boreoeutheria,RODENTIA,CRICETIDAE,SIGMODONTINAE,INCERTAE,Juliomys,ximenezi,"Christoff, Vieira, Oliveira, Gonçalves, Valiati, & Tomasi",2016,,,,described in 2016,"Christoff, A. U., Vieira, E. M., Oliveira, L. R., Gonçalves, J. W., Valiati, V. H., & Tomasi, P. S. (2016). A new species of Juliomys (Rodentia, Cricetidae, Sigmodontinae) from the Atlantic Forest of Southern Brazil. Journal of Mammalogy, 97(5), 1469-1482.",Neotropic,unmatched,NA,0,0,0,1,
2394,Juscelinomys_candango,Candango Burrowing Mouse,Candango Akodont,Placentalia,Boreoeutheria,RODENTIA,CRICETIDAE,SIGMODONTINAE,AKODONTINI,Juscelinomys,candango,Moojen,1965,,,,NA,NA,Extinct,sciname match,Juscelinomys_candango,1,0,0,0,
2395,Juscelinomys_huanchacae,Huanchaca Burrowing Mouse,Huanchaca Akodont,Placentalia,Boreoeutheria,RODENTIA,CRICETIDAE,SIGMODONTINAE,AKODONTINI,Juscelinomys,huanchacae,Emmons,1999,,,,includes guaporensis,"Patton, J. L., Pardiñas, U. F., & D'Elía, G. (2015). Mammals of south america, volume 2: Rodents (Vol. 2). University of Chicago Press.",Neotropic,sciname match,Juscelinomys_huanchacae,0,0,0,0,
2396,Kadarsanomys_sodyi,Javan Bamboo Rat,Sody’s Tree Rat,Placentalia,Boreoeutheria,RODENTIA,MURIDAE,MURINAE,RATTINI,Kadarsanomys,sodyi,Bartels,1937,,,,NA,NA,Indomalaya,sciname match,Kadarsanomys_sodyi,0,0,0,0,
2397,Kannabateomys_amblyonyx,Atlantic Bamboo Rat,Southern Bamboo Rat,Placentalia,Boreoeutheria,RODENTIA,ECHIMYIDAE,ECHIMYINAE,ECHIMYINI,Kannabateomys,amblyonyx,Wagner,1845,,,,NA,NA,Neotropic,sciname match,Kannabateomys_amblyonyx,0,0,0,0,
2398,Kerivoula_africana,Tanzanian Woolly Bat,,Placentalia,Boreoeutheria,CHIROPTERA,VESPERTILIONIDAE,KERIVOULINAE,NA,Kerivoula,africana,Dobson,1878,,,,NA,NA,Afrotropic,sciname match,Kerivoula_africana,0,0,0,0,
2399,Kerivoula_agnella,Saint Aignan’s Woolly Bat,Louisiade Woolly Bat|Saint Aignan’s Trumpet-eared Bat,Placentalia,Boreoeutheria,CHIROPTERA,VESPERTILIONIDAE,KERIVOULINAE,NA,Kerivoula,agnella,Thomas,1908,,,,NA,NA,Australasia/Oceania,sciname match,Kerivoula_agnella,0,0,0,0,
2400,Kerivoula_argentata,Damara Woolly Bat,Silvery Woolly Bat,Placentalia,Boreoeutheria,CHIROPTERA,VESPERTILIONIDAE,KERIVOULINAE,NA,Kerivoula,argentata,Tomes,1861,,,,NA,NA,Afrotropic,sciname match,Kerivoula_argentata,0,0,0,0,
2401,Kerivoula_cuprosa,Coppery Woolly Bat,Copper Woolly Bat,Placentalia,Boreoeutheria,CHIROPTERA,VESPERTILIONIDAE,KERIVOULINAE,NA,Kerivoula,cuprosa,Thomas,1912,,,,NA,NA,Afrotropic,sciname match,Kerivoula_cuprosa,0,0,0,0,
2402,Kerivoula_depressa,Flat-skulled Woolly Bat,,Placentalia,Boreoeutheria,CHIROPTERA,VESPERTILIONIDAE,KERIVOULINAE,NA,Kerivoula,depressa,Miller,1906,,,,split from K. hardwickii,"KUO, H. C., SOISOOK, P., HO, Y. Y., CSORBA, G., WANG, C. N., & ROSSITER, S. J. (2017). A taxonomic revision of the Kerivoula hardwickii complex (Chiroptera: Vespertilionidae) with the description of a new species. Acta Chiropterologica, 19(1), 19-39.",Indomalaya,unmatched,NA,0,0,0,1,
2403,Kerivoula_eriophora,Ethiopian Woolly Bat,,Placentalia,Boreoeutheria,CHIROPTERA,VESPERTILIONIDAE,KERIVOULINAE,NA,Kerivoula,eriophora,Heuglin,1877,,,,NA,NA,Afrotropic,sciname match,Kerivoula_eriophora,0,0,0,0,
2404,Kerivoula_flora,Flores Woolly Bat,,Placentalia,Boreoeutheria,CHIROPTERA,VESPERTILIONIDAE,KERIVOULINAE,NA,Kerivoula,flora,Thomas,1914,,,,described in 2017,"KUO, H. C., SOISOOK, P., HO, Y. Y., CSORBA, G., WANG, C. N., & ROSSITER, S. J. (2017). A taxonomic revision of the Kerivoula hardwickii complex (Chiroptera: Vespertilionidae) with the description of a new species. Acta Chiropterologica, 19(1), 19-39.","Indomalaya, Australasia/Oceania",sciname match,Kerivoula_flora,0,0,0,0,
2405,Kerivoula_furva,Dark Woolly Bat,,Placentalia,Boreoeutheria,CHIROPTERA,VESPERTILIONIDAE,KERIVOULINAE,NA,Kerivoula,furva,"Hao-Chih Kuo, Soisook, Ying-Yi Ho, Csorba, Chun-Neng Wang, & Rossiter",2017,,,,New species,"KUO, H. C., SOISOOK, P., HO, Y. Y., CSORBA, G., WANG, C. N., & ROSSITER, S. J. (2017). A taxonomic revision of the Kerivoula hardwickii complex (Chiroptera: Vespertilionidae) with the description of a new species. Acta Chiropterologica, 19(1), 19-39.",Palearctic,unmatched,NA,0,0,0,1,
2406,Kerivoula_hardwickii,Hardwicke’s Woolly Bat,Common Woolly Bat|Hardwicke’s Forest Bat,Placentalia,Boreoeutheria,CHIROPTERA,VESPERTILIONIDAE,KERIVOULINAE,NA,Kerivoula,hardwickii,Horsfield,1824,,,,misspelled (should have -ii not -i),0,"Indomalaya, Australasia/Oceania",sciname match,Kerivoula_hardwickii,0,0,0,0,
2407,Kerivoula_intermedia,Small Woolly Bat,,Placentalia,Boreoeutheria,CHIROPTERA,VESPERTILIONIDAE,KERIVOULINAE,NA,Kerivoula,intermedia,Hill & Francis,1984,,,,NA,NA,Indomalaya,sciname match,Kerivoula_intermedia,0,0,0,0,
2408,Kerivoula_kachinensis,Kachin Woolly Bat,,Placentalia,Boreoeutheria,CHIROPTERA,VESPERTILIONIDAE,KERIVOULINAE,NA,Kerivoula,kachinensis,"Bates, Struebig, Rossiter, Kingston, Sai Sein Lin Oo, & Khin Mya Mya",2004,,,,NA,NA,Indomalaya,unmatched,NA,0,0,0,0,
2409,Kerivoula_krauensis,Krau Woolly Bat,,Placentalia,Boreoeutheria,CHIROPTERA,VESPERTILIONIDAE,KERIVOULINAE,NA,Kerivoula,krauensis,"Francis, Kingston, & Zubaid",2007,,,,NA,NA,Indomalaya,unmatched,NA,0,0,0,0,
2410,Kerivoula_lanosa,Lesser Woolly Bat,,Placentalia,Boreoeutheria,CHIROPTERA,VESPERTILIONIDAE,KERIVOULINAE,NA,Kerivoula,lanosa,A. Smith,1847,,,,NA,NA,Afrotropic,sciname match,Kerivoula_lanosa,0,0,0,0,
2411,Kerivoula_lenis,Lenis Woolly Bat,,Placentalia,Boreoeutheria,CHIROPTERA,VESPERTILIONIDAE,KERIVOULINAE,NA,Kerivoula,lenis,Thomas,1916,,,,NA,NA,Indomalaya,sciname match,Kerivoula_lenis,0,0,0,0,
2412,Kerivoula_minuta,Least Woolly Bat,,Placentalia,Boreoeutheria,CHIROPTERA,VESPERTILIONIDAE,KERIVOULINAE,NA,Kerivoula,minuta,Miller,1898,,,,NA,NA,Indomalaya,sciname match,Kerivoula_minuta,0,0,0,0,
2413,Kerivoula_muscina,Fly River Woolly Bat,Fly River Trumpet-eared Bat,Placentalia,Boreoeutheria,CHIROPTERA,VESPERTILIONIDAE,KERIVOULINAE,NA,Kerivoula,muscina,Tate,1941,,,,NA,NA,Australasia/Oceania,sciname match,Kerivoula_muscina,0,0,0,0,
2414,Kerivoula_myrella,Bismarck Woolly Bat,Bismarck Trumpet-eared Bat|Manus Island Woolly Bat,Placentalia,Boreoeutheria,CHIROPTERA,VESPERTILIONIDAE,KERIVOULINAE,NA,Kerivoula,myrella,Thomas,1914,,,,NA,NA,Australasia/Oceania,sciname match,Kerivoula_myrella,0,0,0,0,
2415,Kerivoula_papillosa,Papillose Woolly Bat,Papillose Bat,Placentalia,Boreoeutheria,CHIROPTERA,VESPERTILIONIDAE,KERIVOULINAE,NA,Kerivoula,papillosa,Temminck,1840,,,,NA,NA,"Indomalaya, Australasia/Oceania",sciname match,Kerivoula_papillosa,0,0,0,0,
2416,Kerivoula_pellucida,Clear-winged Woolly Bat,,Placentalia,Boreoeutheria,CHIROPTERA,VESPERTILIONIDAE,KERIVOULINAE,NA,Kerivoula,pellucida,Waterhouse,1845,,,,NA,NA,Indomalaya,sciname match,Kerivoula_pellucida,0,0,0,0,
2417,Kerivoula_phalaena,Spurrell’s Woolly Bat,Spurell’s Trumpet-eared Bat,Placentalia,Boreoeutheria,CHIROPTERA,VESPERTILIONIDAE,KERIVOULINAE,NA,Kerivoula,phalaena,Thomas,1912,,,,NA,NA,Afrotropic,sciname match,Kerivoula_phalaena,0,0,0,0,
2418,Kerivoula_picta,Painted Woolly Bat,Painted Bat,Placentalia,Boreoeutheria,CHIROPTERA,VESPERTILIONIDAE,KERIVOULINAE,NA,Kerivoula,picta,Pallas,1767,,,,NA,NA,"Indomalaya, Australasia/Oceania",sciname match,Kerivoula_picta,0,0,0,0,
2419,Kerivoula_smithii,Smith’s Woolly Bat,,Placentalia,Boreoeutheria,CHIROPTERA,VESPERTILIONIDAE,KERIVOULINAE,NA,Kerivoula,smithii,Thomas,1880,,,,NA,NA,Afrotropic,sciname match,Kerivoula_smithii,0,0,0,0,
2420,Kerivoula_titania,Titania’s Woolly Bat,,Placentalia,Boreoeutheria,CHIROPTERA,VESPERTILIONIDAE,KERIVOULINAE,NA,Kerivoula,titania,"Bates, Struebig, Hayes, Furey, Khin Mya Mya, Vu Ding Thong, Pham Duc Tien, Nguyen Truong Son, Harrison, Francis, & Csorba",2007,,,,NA,NA,Indomalaya,unmatched,NA,0,0,0,0,
2421,Kerivoula_whiteheadi,Whitehead’s Woolly Bat,,Placentalia,Boreoeutheria,CHIROPTERA,VESPERTILIONIDAE,KERIVOULINAE,NA,Kerivoula,whiteheadi,Thomas,1894,,,,NA,NA,Indomalaya,sciname match,Kerivoula_whiteheadi,0,0,0,0,
2422,Kerodon_acrobata,Acrobatic Cavy,Acrobatic Moco|Climbing Cavy,Placentalia,Boreoeutheria,RODENTIA,CAVIIDAE,HYDROCHOERINAE,NA,Kerodon,acrobata,"Moojen, Locks, & Langguth",1997,,,,NA,NA,Neotropic,sciname match,Kerodon_acrobata,0,0,0,0,
2423,Kerodon_rupestris,Rock Cavy,Moco,Placentalia,Boreoeutheria,RODENTIA,CAVIIDAE,HYDROCHOERINAE,NA,Kerodon,rupestris,Wied,1820,,,,NA,NA,Neotropic,sciname match,Kerodon_rupestris,0,0,0,0,
2424,Kobus_ellipsiprymnus,Ellipsen Waterbuck,Common Waterbuck,Placentalia,Boreoeutheria,ARTIODACTYLA,BOVIDAE,ANTILOPINAE,REDUNCINI,Kobus,ellipsiprymnus,Ogilby,1833,,,,NA,NA,Afrotropic,sciname match,Kobus_ellipsiprymnus,0,0,0,0,
2425,Kobus_kob,Buffon’s Kob,Senegal Kob|Western Kob,Placentalia,Boreoeutheria,ARTIODACTYLA,BOVIDAE,ANTILOPINAE,REDUNCINI,Kobus,kob,Erxleben,1777,"Erxleben ICP. 1777. Systema regni animalis per classes, ordines, genera, species, varietates, cum synonymia et histria animalium, Lipsiae [Lipzig]: Impensis Weygandianis.",https://books.google.com/books/about/Systema_regni_animalis_per_classes_ordin.html?id=dbtqmgEACAAJ,,NA,NA,Afrotropic,sciname match,Kobus_kob,0,0,0,0,
2426,Kobus_leche,Red Lechwe,,Placentalia,Boreoeutheria,ARTIODACTYLA,BOVIDAE,ANTILOPINAE,REDUNCINI,Kobus,leche,Gray,1850,,,,NA,NA,Afrotropic,sciname match,Kobus_leche,0,0,0,0,
2427,Kobus_megaceros,Nile Lechwe,Mrs. Gray’s Lechwe|Mrs. Gray’s Waterbuck,Placentalia,Boreoeutheria,ARTIODACTYLA,BOVIDAE,ANTILOPINAE,REDUNCINI,Kobus,megaceros,Fitzinger,1855,,,,NA,NA,Afrotropic,sciname match,Kobus_megaceros,0,0,0,0,
2428,Kobus_vardonii,Puku,,Placentalia,Boreoeutheria,ARTIODACTYLA,BOVIDAE,ANTILOPINAE,REDUNCINI,Kobus,vardonii,Livingston,1857,,,,"CMW has -i, original spelling is -ii",NA,Afrotropic,sciname match,Kobus_vardonii,0,0,0,0,
2429,Kogia_breviceps,Pygmy Sperm Whale,Lesser Cachalot|Lesser Sperm Whale|Short-headed Sperm Whale,Placentalia,Boreoeutheria,ARTIODACTYLA,KOGIIDAE,NA,NA,Kogia,breviceps,Blainville,1838,,,,NA,NA,Marine,sciname match,Kogia_breviceps,0,0,0,0,
2430,Kogia_sima,Dwarf Sperm Whale,Owen’s Pygmy Whale|Snub-nosed Cachalot,Placentalia,Boreoeutheria,ARTIODACTYLA,KOGIIDAE,NA,NA,Kogia,sima,Owen,1866,,,,NA,NA,Marine,sciname match,Kogia_sima,0,0,0,0,
2431,Komodomys_rintjanus,Komodo Rat,Nusa Tenggara Komodomys,Placentalia,Boreoeutheria,RODENTIA,MURIDAE,MURINAE,RATTINI,Komodomys,rintjanus,Sody,1941,,,,NA,NA,Australasia/Oceania,sciname match,Komodomys_rintjanus,0,0,0,0,
2432,Kunsia_tomentosus,Woolly Giant Rat,Woolly Kunsia,Placentalia,Boreoeutheria,RODENTIA,CRICETIDAE,SIGMODONTINAE,AKODONTINI,Kunsia,tomentosus,Lichtenstein,1830,,,,NA,NA,Neotropic,sciname match,Kunsia_tomentosus,0,0,0,0,
2433,Laephotis_angolensis,Angolan Long-eared Bat,,Placentalia,Boreoeutheria,CHIROPTERA,VESPERTILIONIDAE,VESPERTILIONINAE,VESPERTILIONINI,Laephotis,angolensis,Monard,1935,,,,NA,NA,Afrotropic,sciname match,Laephotis_angolensis,0,0,0,0,
2434,Laephotis_botswanae,Botswanan Long-eared Bat,,Placentalia,Boreoeutheria,CHIROPTERA,VESPERTILIONIDAE,VESPERTILIONINAE,VESPERTILIONINI,Laephotis,botswanae,Setzer,1971,,,,NA,NA,Afrotropic,sciname match,Laephotis_botswanae,0,0,0,0,
2435,Laephotis_namibensis,Namib Long-eared Bat,Namibian Long-eared Bat,Placentalia,Boreoeutheria,CHIROPTERA,VESPERTILIONIDAE,VESPERTILIONINAE,VESPERTILIONINI,Laephotis,namibensis,Setzer,1971,,,,NA,NA,Afrotropic,sciname match,Laephotis_namibensis,0,0,0,0,
2436,Laephotis_wintoni,De Winton’s Long-eared Bat,,Placentalia,Boreoeutheria,CHIROPTERA,VESPERTILIONIDAE,VESPERTILIONINAE,VESPERTILIONINI,Laephotis,wintoni,Thomas,1901,,,,NA,NA,Afrotropic,sciname match,Laephotis_wintoni,0,0,0,0,
2437,Lagenodelphis_hosei,Fraser’s Dolphin,Bornean Dolphin|Fraser’s Porpoise|Hose’s Dolphin|Sarawak Dolphin|Shortsnout Dolphin,Placentalia,Boreoeutheria,ARTIODACTYLA,DELPHINIDAE,NA,NA,Lagenodelphis,hosei,Fraser,1956,,,,NA,NA,Marine,sciname match,Lagenodelphis_hosei,0,0,0,0,
2438,Lagenorhynchus_albirostris,White-beaked Dolphin,White-beaked Porpoise|White-nosed Dolphin,Placentalia,Boreoeutheria,ARTIODACTYLA,DELPHINIDAE,NA,NA,Lagenorhynchus,albirostris,Gray,1846,,,,NA,NA,Marine,sciname match,Lagenorhynchus_albirostris,0,0,0,0,
2439,Lagidium_ahuacaense,Ecuadorean Mountain Viscacha,Ecuadorean Viscacha|Viscacha of Ahuaca,Placentalia,Boreoeutheria,RODENTIA,CHINCHILLIDAE,NA,NA,Lagidium,ahuacaense,"Ledesma, Werner, Spotorno, & Albuja",2009,,,,NA,NA,Neotropic,unmatched,NA,0,0,0,1,
2440,Lagidium_viscacia,Common Mountain Viscacha,Mountain Viscacha|Northern Mountain Viscacha|Southern Viscacha|Southern Mountain Viscacha,Placentalia,Boreoeutheria,RODENTIA,CHINCHILLIDAE,NA,NA,Lagidium,viscacia,Molina,1782,,,,NA,NA,Neotropic,sciname match,Lagidium_viscacia,0,0,0,0,
2441,Lagidium_wolffsohni,Wolffsohn’s Mountain Viscacha,Wolffsohn’s Viscacha,Placentalia,Boreoeutheria,RODENTIA,CHINCHILLIDAE,NA,NA,Lagidium,wolffsohni,Thomas,1907,,,,NA,NA,Neotropic,sciname match,Lagidium_wolffsohni,0,0,0,0,
2442,Lagorchestes_asomatus,Central Hare Wallaby,Central Hare-wallaby|Kuluwarri|Lake Mackay Hare-wallaby|Least hare Wallaby,Marsupalia,Australidelphia,DIPROTODONTIA,MACROPODIDAE,MACROPODINAE,NA,Lagorchestes,asomatus,Finlayson,1943,,,,NA,NA,Extinct,sciname match,Lagorchestes_asomatus,1,0,0,0,
2443,Lagorchestes_conspicillatus,Spectacled Hare Wallaby,Grass Pademelon|Barrow Island Spectacled Hare Wallaby,Marsupalia,Australidelphia,DIPROTODONTIA,MACROPODIDAE,MACROPODINAE,NA,Lagorchestes,conspicillatus,Gould,1841,,,,NA,NA,Australasia/Oceania,sciname match,Lagorchestes_conspicillatus,0,0,0,0,
2444,Lagorchestes_hirsutus,Rufous Hare Wallaby,Brown Hare Wallaby|Mala|Western Hare Wallaby,Marsupalia,Australidelphia,DIPROTODONTIA,MACROPODIDAE,MACROPODINAE,NA,Lagorchestes,hirsutus,Gould,1844,,,,NA,NA,Australasia/Oceania,sciname match,Lagorchestes_hirsutus,0,0,0,0,
2445,Lagorchestes_leporides,Eastern Hare Wallaby,Brown Hare-wallaby|Common Hare-wallaby|Dancing-hare|Hare-kangaroo,Marsupalia,Australidelphia,DIPROTODONTIA,MACROPODIDAE,MACROPODINAE,NA,Lagorchestes,leporides,Gould,1840,,,,NA,NA,Extinct,sciname match,Lagorchestes_leporides,1,0,0,0,
2446,Lagostomus_crassus,Peruvian Plains Viscacha,,Placentalia,Boreoeutheria,RODENTIA,CHINCHILLIDAE,NA,NA,Lagostomus,crassus,Thomas,1910,,,,NA,NA,Extinct,sciname match,Lagostomus_crassus,1,0,0,0,
2447,Lagostomus_maximus,Common Plains Viscacha,Argentine Plains Viscacha|Plains Viscacha,Placentalia,Boreoeutheria,RODENTIA,CHINCHILLIDAE,NA,NA,Lagostomus,maximus,Desmarest,1817,,,,NA,NA,Neotropic,sciname match,Lagostomus_maximus,0,0,0,0,
2448,Lagostrophus_fasciatus,Banded Hare Wallaby,,Marsupalia,Australidelphia,DIPROTODONTIA,MACROPODIDAE,LAGOSTROPHINAE,NA,Lagostrophus,fasciatus,Peron & Lesueur,1807,,,,NA,NA,Australasia/Oceania,sciname match,Lagostrophus_fasciatus,0,0,0,0,
2449,Lagothrix_flavicauda,Peruvian Yellow-tailed Woolly Monkey,Hendee’s Woolly Monkey|Yellow-tailed Woolly Monkey,Placentalia,Boreoeutheria,PRIMATES,ATELIDAE,ATELINAE,NA,Lagothrix,flavicauda,Humboldt,1812,,,,moved from Oreonax to Lagothrix,"Ruiz-García, M., Pinedo-Castro, M., & Shostell, J. M. (2014). How many genera and species of woolly monkeys (Atelidae, Platyrrhine, Primates) are there? The first molecular analysis of Lagothrix flavicauda, an endemic Peruvian primate species. Molecular phylogenetics and evolution, 79, 179-198.",Neotropic,oldname match,Oreonax_flavicauda,0,0,0,0,
2450,Lagothrix_lagothricha,Humboldt’s Woolly Monkey,Common Woolly Monkey|Brown Woolly Monkey|Colombian Woolly Monkey,Placentalia,Boreoeutheria,PRIMATES,ATELIDAE,ATELINAE,NA,Lagothrix,lagothricha,Humboldt,1812,,,,"includes lugens; cana, poeppigii following Ruiz-García et al. 2014; changed from lagotricha to lagothricha, see Defler, Thomas. “Lagothrix Lagothricha or Lagothrix Lagotricha: Which Is It?” Neotropical Primates, vol. 11, no. 2, 2003, pp. 107–108.","Ruiz-García, M., Pinedo-Castro, M., & Shostell, J. M. (2014). How many genera and species of woolly monkeys (Atelidae, Platyrrhine, Primates) are there? The first molecular analysis of Lagothrix flavicauda, an endemic Peruvian primate species. Molecular phylogenetics and evolution, 79, 179-198.",Neotropic,sciname match,Lagothrix_lagotricha,0,0,0,0,
2451,Lagurus_lagurus,Steppe Vole,Steppe Lemming,Placentalia,Boreoeutheria,RODENTIA,CRICETIDAE,ARVICOLINAE,LAGURINI,Lagurus,lagurus,Pallas,1773,,,,NA,NA,Palearctic,sciname match,Lagurus_lagurus,0,0,0,0,
